0.999 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.025 colsum = 1
0.0001 0.04875 0 0 0 0.2315625 0.154375 0 0 0.18525 0.18525 colsum = 1
0.0001 0 0.04875 0.30875 0.132321428571429 0 0 0 0 0.18525 0 colsum = 1
0.0001 0 0.30875 0.04875 0.132321428571429 0 0.154375 0 0 0 0 colsum = 1
0.0001 0 0.30875 0.30875 0.04875 0.2315625 0.154375 0 0.18525 0.18525 0.18525 colsum = 1
0.0001 0.2315625 0 0 0.132321428571429 0.04875 0.154375 0 0.18525 0 0 colsum = 1
0.0001 0.2315625 0 0.30875 0.132321428571429 0.2315625 0.04875 0 0 0.18525 0.18525 colsum = 1
0.0001 0 0 0 0 0 0 0.04875 0.18525 0 0.18525 colsum = 1
0.0001 0 0 0 0.132321428571429 0.2315625 0 0.463125 0.04875 0.18525 0.18525 colsum = 1
0.0001 0.2315625 0.30875 0 0.132321428571429 0 0.154375 0 0.18525 0.04875 0 colsum = 1
0.0001 0.2315625 0 0 0.132321428571429 0 0.154375 0.463125 0.18525 0 0.04875 colsum = 1
